"POPFIT","POPFITNOTES","TRTMETHOD","CONTACTAGENCY","METHODNUMBER","PROTMETHNAME","PROTMETHURL","PROTMETHDOCUMENTATION","METHODADJUSTMENTS","COMMENTS","NULLRECORD","DATASTATUS","LASTUPDATED","INDICATORLOCATION","METRICLOCATION","MEASURELOCATION","CONTACTPERSONFIRST","CONTACTPERSONLAST","CONTACTPHONE","CONTACTEMAIL","METACOMMENTS","SUBMITAGENCY","LASTMODIFIEDDATE","METAID"
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","","No","Final","Aug 24 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",11
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","  ","No","Final","Jul 30 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:15AM",12
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","No natural origin spawners to calculate age proportions in 1990.","No","Final","Jul 26 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 31 2018  6:55PM",13
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion"," pHOS assumed to be 0. ","No","Final","Jul 30 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:16AM",14
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","pHOS assumed to be 0.","No","Final","Aug 24 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",15
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","pHOS assumed to be 0.","No","Final","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",16
"Same","","Yes","Oregon Department of Fish and Wildlife",3,"DRAFT: Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook populations in the Snake River Spring/Summer Chinook ESU of Northeast Oregon from 1967 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Regression of redd counts to weir mark-recapture estimate","  ","No","Draft","Jul 17 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018  6:55PM",17
"Same","","Yes","Oregon Department of Fish and Wildlife",3,"DRAFT: Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook populations in the Snake River Spring/Summer Chinook ESU of Northeast Oregon from 1967 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Regression of redd counts to weir mark-recapture estimate","  ","No","Draft","Jul 17 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:15AM",18
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","  ","No","Reviewed","Jul 30 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:14AM",19
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","","No","Reviewed","Sep  7 2017 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",20
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","High temperatures required trucking of fish above weir. 130 adults and 10 jacks were trucked above weir due to high temperatures.  Hatchery/natural origin were calculated from carcasses above the weir.","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:35AM",21
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","Actual trapped at weir values for hatchery fish include fish that strayed and were captured at Lookingglass","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",22
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","Actual trapped at weir values for hatchery fish include fish that strayed and were captured at Lookingglass","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:35AM",23
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Weir mark-recapture estimate","  ","No","Reviewed","Jul 27 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:14AM",24
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","No natural origin spawners to calculate age proportions in 1989.","No","Final","Jul 30 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 31 2018  6:55PM",25
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","  ","No","Final","Jul 30 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:14AM",26
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","pHOS assumed 0.","No","Final","Aug 24 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",27
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","pHOS assumed 0.","No","Final","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",28
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","No surveys","No surveys conducted.","Yes","Final","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",29
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","  ","No","Draft","Jul 25 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:15AM",30
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","","No","Reviewed","Sep  7 2017 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:35AM",31
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",32
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:35AM",33
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","  ","No","Reviewed","Jul 25 2018 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:14AM",34
"Same","","Yes","Oregon Department of Fish and Wildlife",2,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Mark-recapture estimate above weir + redd expansion below weir","","No","Reviewed","Jul 22 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:32AM",35
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Single Pass Index SGS Redd Expansion","pHOS assumed 0.","No","Final","Jul  1 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",36
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"DRAFT: Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook populations in the Snake River Spring/Summer Chinook ESU of Northeast Oregon from 1967 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Multi-Pass Index SGS Redd Expansion","  ","No","Draft","Nov 21 2017 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018  6:55PM",37
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Multi-Pass Index SGS Redd Expansion","  ","No","Reviewed","Sep  5 2017 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:15AM",38
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Multi-Pass Index SGS Redd Expansion","","No","Reviewed","Jul  1 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Dec 19 2017 10:41AM",39
"Same","","Yes","Oregon Department of Fish and Wildlife",1,"A Compendium of Viable Salmonid Population Abundance and Productivity Field and Analysis Methods for Natural Origin Chinook Populations in the Snake River Spring/Summer-run ESU of Northeast Oregon from 1949 to 2015","https://nrimp.dfw.state.or.us/DataClearinghouse/default.aspx?p=202&XMLname=1151.xml","","Multi-Pass Index SGS Redd Expansion","  ","No","Reviewed","Jul  1 2016 12:00AM","http://odfwrecoverytracker.org/","","Redd counts and/or weir counts are located at http://snq.streamnet.org/","Kasey","Bliesner","(541) 962-3958","kasey.bliesner@state.or.us","ODFW reserves the right to review and revise the data at any time.","ODFW","Aug 24 2018 10:17AM",40
